,carat,cut,color,clarity,depth,table,price,x,y,z
3825,1.72,Very Good,I,SI2,63.4,57.0,8630,7.6,7.58,4.81
3826,0.56,Ideal,I,VS2,,57.0,1417,5.27,5.28,3.28
3827,0.43,Ideal,F,VVS1,62.0,57.0,1422,4.84,4.81,2.99
3828,1.01,Very Good,G,VVS2,63.4,55.0,6968,6.41,6.34,4.04
3829,0.4,Ideal,H,IF,62.7,57.0,1158,4.68,4.7,2.94
3830,0.5,Very Good,G,VVS2,,62.0,1715,5.07,5.14,3.09
3831,0.78,Fair,F,SI2,64.6,53.0,2312,5.83,5.78,3.75
3832,1.22,Very Good,H,SI1,63.5,55.0,6387,6.78,6.73,4.29
3833,0.34,Premium,D,SI1,61.2,58.0,803,4.49,4.47,2.74
3834,1.09,Ideal,I,VS1,61.8,55.0,6225,6.59,6.62,4.08
3835,0.72,Very Good,E,SI2,59.4,63.0,2125,5.87,5.82,3.47
3836,0.93,Premium,F,SI1,62.3,58.0,4373,6.18,6.22,3.86
3837,0.34,Premium,F,VS1,61.5,55.0,1020,4.58,4.49,2.79
3838,1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63
3839,0.53,Good,E,SI1,63.6,56.0,1224,5.19,5.1,3.27
3840,1.5,Very Good,E,SI2,63.1,57.0,8820,7.32,7.27,4.6
3841,1.03,Premium,G,VVS2,60.4,59.0,7729,6.58,6.56,3.97
3842,1.0,Premium,J,I1,58.3,58.0,1681,6.61,6.51,3.82
3843,1.36,Premium,H,VS2,61.9,58.0,8718,7.09,7.15,4.41
3844,1.01,Good,D,SI2,63.9,57.0,4672,6.36,6.29,4.04
3845,0.41,Premium,F,VVS1,61.8,59.0,1295,4.74,4.77,2.94
3846,0.71,Very Good,F,SI1,63.7,56.0,2370,5.63,5.67,3.6
3847,1.27,Premium,G,SI2,62.4,56.0,4353,6.93,6.88,4.32
3848,1.2,Fair,F,SI2,63.4,60.0,5445,6.56,6.65,4.19
3849,0.56,Premium,G,SI2,60.0,60.0,1208,5.48,5.42,3.11
3850,0.46,Ideal,H,IF,62.3,54.0,1382,4.94,4.98,3.09
3851,0.7,Ideal,E,VS2,62.8,57.0,2697,5.71,5.62,3.56
3852,1.31,Ideal,H,SI1,60.8,56.0,7519,7.12,7.08,4.32
3853,0.82,Premium,G,SI2,60.7,61.0,2512,6.01,5.98,3.64
3854,1.51,Ideal,E,VS2,61.2,57.0,15025,7.47,7.37,4.54
3855,0.3,Very Good,I,SI1,61.6,62.0,394,4.27,4.3,2.64
3856,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5
3857,0.51,Very Good,E,VVS2,60.0,58.0,2365,5.2,5.23,3.13
3858,0.31,Ideal,E,VVS1,62.3,57.0,936,4.32,4.35,2.7
3859,0.9,Premium,E,SI1,60.7,61.0,3625,6.19,6.17,3.75
3860,0.43,Ideal,I,VS1,62.4,56.0,1218,4.81,4.84,3.01
3861,0.56,Good,E,VS2,61.4,62.0,1736,5.34,5.28,3.26
3862,1.52,Premium,I,I1,61.2,58.0,3541,7.43,7.35,4.52
3863,1.0,Very Good,F,SI1,60.5,60.0,5119,6.38,6.45,3.88
3864,0.7,Very Good,F,SI1,60.5,56.0,2155,5.73,5.8,3.49
3865,0.62,Very Good,I,VS2,60.7,57.3,1378,5.48,5.52,3.33
3866,0.4,Ideal,F,SI2,61.6,55.0,619,4.73,4.75,2.92
3867,2.4,Ideal,I,SI2,62.8,57.0,11988,8.52,8.49,5.34
3868,0.9,Premium,F,SI1,62.5,62.0,3881,6.11,6.08,3.81
3869,1.02,Fair,J,SI2,65.0,59.0,3119,6.34,6.24,4.08
3870,1.11,Ideal,G,VS1,62.6,57.0,7758,6.64,6.59,4.14
3871,0.33,Premium,G,VS1,62.8,58.0,854,4.41,4.38,2.76
3872,0.7,Very Good,F,SI1,62.7,57.0,2196,5.63,5.67,3.54
3873,0.3,Ideal,G,IF,60.9,57.0,863,4.35,4.39,2.66
3874,0.31,Ideal,D,VS2,,57.0,942,4.38,4.36,2.7
3875,0.9,Very Good,D,SI1,62.1,60.0,4289,6.11,6.19,3.82
3876,1.51,Very Good,G,SI2,63.1,58.0,7154,7.23,7.19,4.55
3877,1.77,Ideal,J,VS1,62.2,56.0,11150,7.77,7.73,4.82
3878,0.59,Very Good,E,SI2,62.9,58.0,1362,5.33,5.39,3.37
3879,0.3,Ideal,E,VVS1,61.2,57.0,895,4.33,4.36,2.66
3880,0.3,Ideal,E,VS2,61.5,55.0,844,4.33,4.29,2.65
3881,0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
3882,1.28,Ideal,G,SI2,61.5,57.0,6412,6.93,7.0,4.28
3883,0.32,Ideal,F,VVS2,62.1,55.0,800,4.37,4.39,2.72
3884,0.91,Premium,E,SI1,61.5,60.0,3842,6.24,6.19,3.82
3885,0.31,Ideal,D,VVS2,60.1,56.0,777,4.43,4.46,2.67
3886,0.43,Ideal,F,SI1,62.5,56.0,760,4.82,4.84,3.02
3887,1.2,Very Good,H,,62.0,58.0,5352,6.73,6.79,4.19
3888,0.43,Ideal,I,VVS1,62.2,57.0,968,4.84,4.81,3.0
3889,1.06,Ideal,E,VS2,61.3,57.0,9092,6.54,6.57,4.02
3890,0.54,Premium,D,SI1,60.0,58.0,1667,5.3,5.26,3.17
3891,0.41,Premium,E,SI2,62.9,58.0,876,4.77,4.74,2.99
3892,0.7,Good,E,SI2,60.7,61.0,2405,5.69,5.71,3.46
3893,0.3,Ideal,G,IF,61.4,57.0,956,4.37,4.33,2.67
3894,0.32,Ideal,F,VVS1,61.4,56.0,926,4.38,4.42,2.7
3895,0.31,Ideal,G,SI1,61.7,55.0,627,4.38,4.4,2.71
3896,1.61,Premium,I,VS1,62.2,58.0,9961,7.46,7.55,4.67
3897,1.13,Premium,G,VS2,60.1,59.0,6561,6.82,6.75,4.08
3898,1.13,Ideal,I,SI2,61.4,56.0,4481,6.69,6.71,4.12
3899,0.53,Ideal,E,VS2,61.9,55.0,1721,5.19,5.22,3.22
3900,0.27,Ideal,H,IF,61.6,56.0,566,4.18,4.21,2.58
3901,0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67
3902,0.32,Very Good,F,VVS2,63.8,55.0,701,4.33,4.39,2.78
3903,0.31,Ideal,D,VS2,61.6,57.0,734,4.36,4.38,2.69
3904,1.0,Premium,J,SI2,62.7,58.0,3293,6.32,6.28,3.95
3905,1.53,Ideal,F,SI1,61.5,56.0,12616,7.38,7.42,4.56
3906,1.01,Premium,F,VS2,,62.0,6533,6.48,6.44,3.83
3907,0.32,Ideal,D,VVS2,60.6,56.0,1066,4.47,4.5,2.72
3908,0.72,Very Good,E,SI1,62.0,57.0,2562,5.73,5.76,3.56
3909,0.7,Ideal,F,SI2,61.4,55.0,2421,5.73,5.77,3.53
3910,0.76,Premium,J,VS2,59.9,59.0,2052,5.94,5.92,3.55
3911,0.7,Premium,F,VVS1,63.0,60.0,3204,5.62,5.59,3.53
3912,0.32,Ideal,I,VVS1,62.5,55.0,589,4.37,4.4,2.74
3913,0.71,Premium,E,SI1,63.0,58.0,2554,5.72,5.68,3.59
3914,1.5,Premium,G,VS1,61.2,59.0,14234,7.36,7.32,4.49
3915,1.59,Very Good,I,VS1,61.2,57.8,11018,7.5,7.52,4.6
3916,1.01,Ideal,E,SI2,62.2,56.0,4788,6.42,6.45,4.0
3917,0.4,Ideal,H,VVS2,60.8,55.0,877,4.79,4.82,2.92
3918,2.05,Premium,H,SI2,62.5,58.0,16431,8.12,8.08,5.06
3919,0.3,Ideal,F,IF,62.2,56.0,886,4.31,4.34,2.69
3920,1.2,Very Good,I,SI1,63.1,58.0,4838,6.72,6.66,4.22
3921,0.21,Premium,D,VS2,58.3,59.0,386,3.96,3.93,2.3
3922,1.13,Premium,H,SI1,60.1,60.0,5050,6.77,6.73,4.06
3923,0.31,Very Good,D,SI1,63.0,54.0,571,4.32,4.35,2.73
3924,0.43,Ideal,H,VS1,61.1,57.0,868,4.88,4.91,2.99
3925,0.5,Premium,G,VS1,62.5,58.0,1624,5.07,5.11,3.18
3926,0.41,Ideal,F,VVS1,61.8,54.0,1213,4.78,4.83,2.97
3927,0.97,Ideal,G,SI2,62.7,57.0,4101,6.31,6.28,3.95
3928,0.52,Ideal,G,IF,61.5,56.0,2164,5.21,5.16,3.19
3929,1.01,Very Good,E,VS2,61.9,55.0,6666,6.38,6.44,3.97
3930,1.51,Good,I,SI1,63.7,58.0,8464,7.26,7.22,4.61
3931,0.71,Ideal,E,VS2,62.2,56.0,3103,5.7,5.75,3.56
3932,1.01,Ideal,H,SI1,62.2,57.0,4836,6.43,6.37,3.98
3933,0.35,Very Good,F,VVS1,62.3,56.0,909,4.53,4.57,2.83
3934,0.63,Ideal,E,VVS2,61.6,57.0,2697,5.52,5.49,3.39
3935,0.52,Ideal,E,VS1,61.8,56.0,2275,5.17,5.19,3.2
3936,0.93,Ideal,E,SI1,59.6,57.0,4700,6.37,6.42,3.81
3937,0.5,Ideal,D,SI2,62.4,56.0,1239,5.06,5.1,3.17
3938,0.35,Ideal,D,SI1,62.7,56.0,644,4.49,4.51,2.82
3939,0.5,Premium,G,VS1,62.5,60.0,1583,5.13,5.08,3.19
3940,0.73,Premium,G,VS1,61.5,58.0,2770,5.79,5.75,3.55
3941,1.0,Ideal,H,SI2,62.6,56.0,4256,6.38,6.34,3.98
3942,0.82,Premium,E,SI2,62.0,59.0,2593,6.02,5.94,3.71
3943,1.03,Ideal,E,SI2,61.6,56.0,4199,6.5,6.45,3.99
3944,0.92,Very Good,E,SI1,63.3,57.0,3586,6.22,6.17,3.92
3945,0.31,Very Good,E,SI1,63.1,57.0,698,4.31,4.28,2.71
3946,0.5,Ideal,D,VS1,62.2,54.4,2033,5.07,5.11,3.16
3947,0.55,Very Good,E,VS2,61.4,57.0,1786,5.27,5.29,3.24
3948,0.32,Very Good,G,VVS2,62.2,57.0,730,4.36,4.38,2.72
3949,1.02,Premium,F,VS2,62.4,59.0,6652,6.4,6.45,4.01
3950,1.06,Premium,J,SI2,62.9,59.0,3391,6.43,6.39,4.03
3951,0.74,Premium,G,SI2,62.5,56.0,2398,5.81,5.75,3.61
3952,0.42,Ideal,G,VVS2,60.7,55.0,1031,4.86,4.89,2.96
3953,0.24,Ideal,E,VVS2,61.4,57.0,678,4.0,4.04,2.47
3954,0.91,Very Good,E,SI1,62.1,60.0,4284,6.21,6.25,3.87
3955,0.41,Premium,F,VS2,60.3,58.0,1107,4.85,4.8,2.91
3956,1.01,Premium,E,SI1,62.0,61.0,5311,6.42,6.38,3.97
3957,0.96,Premium,H,SI2,59.4,56.0,3690,6.47,6.42,3.83
3958,0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65
3959,1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08
3960,0.53,Ideal,D,VS2,61.4,56.0,1659,5.18,5.21,3.19
3961,1.31,Ideal,G,VVS1,61.1,57.0,11247,7.06,7.01,4.3
3962,0.32,Ideal,F,SI1,61.9,55.0,491,4.38,4.41,2.72
3963,0.9,Premium,F,SI1,61.6,60.0,3992,6.19,6.14,3.8
3964,1.0,Ideal,H,VS2,62.5,56.0,5139,6.41,6.33,3.98
3965,1.74,Good,H,SI1,60.6,62.0,12032,7.74,7.8,4.71
3966,0.9,Good,E,SI2,,57.0,3139,6.07,6.09,3.9
3967,0.72,Premium,J,I1,62.9,59.0,945,5.8,5.63,3.58
3968,0.8,Premium,E,SI1,62.9,60.0,3091,5.89,5.87,3.7
3969,0.33,Premium,D,VVS1,61.8,58.0,1207,4.43,4.4,2.73
3970,0.34,Ideal,D,SI1,61.3,57.0,803,4.5,4.44,2.74
3971,0.38,Premium,F,VS1,60.9,58.0,998,4.71,4.68,2.86
3972,1.15,Premium,I,SI2,62.6,57.0,4347,6.73,6.69,4.2
3973,0.3,Ideal,E,SI1,61.9,57.0,526,4.29,4.33,2.67
3974,0.78,Ideal,F,VS2,62.3,56.0,3531,5.91,5.88,3.67
3975,1.99,Good,J,VS2,62.9,61.0,13338,7.91,8.06,4.99
3976,0.51,Very Good,I,SI1,63.1,56.0,1052,5.14,5.06,3.22
3977,0.33,Very Good,I,VS1,63.1,56.0,668,4.4,4.38,2.77
3978,0.43,Premium,F,SI2,60.2,60.0,679,4.85,4.91,2.94
3979,0.61,Good,F,VS2,63.0,64.2,1971,5.29,5.32,3.34
3980,1.56,Premium,G,VS1,60.9,58.0,14139,7.49,7.53,4.57
3981,2.18,Very Good,I,SI2,63.3,58.0,12220,8.22,8.18,5.19
3982,0.52,Very Good,E,VS1,63.4,54.0,1601,5.08,5.11,3.23
3983,1.01,Very Good,E,VVS2,61.7,60.0,9930,6.32,6.35,3.91
3984,1.59,Premium,H,SI1,60.6,60.0,10542,7.59,7.53,4.58
3985,0.5,Very Good,G,VS2,62.8,56.0,1373,5.05,5.08,3.18
3986,3.04,Very Good,I,SI2,63.2,59.0,15354,9.14,9.07,5.75
3987,0.26,Premium,E,VS1,61.9,58.0,452,4.1,4.11,2.54
3988,0.71,Ideal,F,SI1,60.7,56.0,2770,5.77,5.8,3.51
3989,1.5,Premium,I,SI2,60.8,58.0,7526,7.34,7.24,4.43
3990,0.5,Premium,E,VS2,,60.0,1654,5.21,5.16,3.04
3991,1.11,Very Good,I,SI2,62.6,55.0,4168,6.65,6.71,4.18
3992,0.7,Ideal,I,VVS2,62.5,54.0,2353,5.68,5.71,3.56
3993,0.36,Ideal,E,VS1,,57.0,852,4.54,4.58,2.81
3994,0.7,Ideal,H,VVS1,60.2,57.0,3175,5.78,5.82,3.49
3995,0.62,Premium,F,SI1,61.3,60.0,1633,5.48,5.45,3.35
3996,0.76,Ideal,J,VVS2,62.0,57.0,2167,5.86,5.81,3.62
3997,1.62,Very Good,H,SI1,63.1,56.0,10567,7.38,7.51,4.7
3998,0.51,Premium,D,VS2,60.1,59.0,1977,5.19,5.16,3.11
3999,0.73,Ideal,D,SI1,61.4,56.0,2943,5.82,5.78,3.56
4000,0.71,Good,I,VVS2,63.6,57.0,2428,5.66,5.69,3.61
4001,0.56,Ideal,G,VS1,61.8,55.0,1712,5.28,5.37,3.29
4002,0.38,Ideal,I,VVS2,62.0,54.5,768,4.66,4.69,2.9
4003,1.15,Premium,F,SI2,62.2,59.0,4437,6.7,6.62,4.14
4004,1.36,Ideal,D,VS2,62.1,55.0,11793,7.18,7.13,4.44
4005,0.42,Premium,H,VS1,61.7,59.0,847,4.76,4.83,2.96
4006,0.9,Good,F,VS2,63.1,57.0,4370,6.13,6.16,3.88
4007,0.55,Ideal,F,VS2,61.4,57.0,1865,5.29,5.25,3.24
4008,0.51,Premium,D,SI1,62.0,59.0,1602,5.15,5.11,3.18
4009,0.4,Good,F,VVS1,63.3,57.0,1145,4.68,4.7,2.97
4010,1.01,Very Good,G,SI2,62.7,58.0,3796,6.32,6.43,4.0
4011,0.4,Ideal,D,VVS2,61.9,56.0,1263,4.74,4.76,2.94
4012,0.35,Ideal,G,IF,61.4,55.0,1044,4.56,4.59,2.81
4013,0.72,Premium,F,SI1,60.1,59.0,2492,5.83,5.81,3.5
4014,0.72,Fair,D,SI1,65.6,60.0,2364,5.62,5.54,3.66
4015,1.32,Very Good,G,SI2,61.6,57.0,7173,6.98,7.05,4.32
4016,0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88
4017,1.32,Ideal,G,VS2,62.4,57.0,8728,7.05,6.98,4.38
4018,0.51,Ideal,J,VS1,61.6,54.0,988,5.14,5.18,3.18
4019,2.22,Very Good,J,SI2,61.2,63.0,10662,8.33,8.23,5.07
4020,1.7,Very Good,H,VS2,61.8,59.0,12257,7.58,7.66,4.71
4021,0.71,Very Good,G,VS2,63.5,57.0,2454,5.61,5.64,3.57
4022,0.72,Ideal,F,VS1,61.6,56.0,3759,5.76,5.79,3.56
4023,1.51,Very Good,J,SI1,62.4,58.0,7136,7.27,7.32,4.55
4024,0.39,Ideal,E,IF,61.5,55.5,1418,4.68,4.72,2.88
4025,1.03,Very Good,D,VS1,60.5,60.0,8437,6.52,6.57,3.96
4026,0.71,Ideal,F,SI2,62.1,54.0,2365,5.72,5.74,3.56
4027,0.32,Ideal,G,VVS2,61.4,56.0,692,4.42,4.44,2.72
4028,0.59,Ideal,G,VVS2,62.2,56.0,2070,5.4,5.37,3.35
4029,1.2,Premium,G,VS1,62.4,58.0,8602,6.82,6.8,4.25
4030,1.24,Ideal,I,SI2,60.7,57.0,4812,6.98,6.92,4.22
4031,0.38,Ideal,H,VVS2,61.6,56.0,794,4.67,4.72,2.89
4032,0.41,Ideal,G,VS2,61.6,54.0,900,4.81,4.84,2.97
4033,0.9,Very Good,F,SI2,62.4,59.0,3519,6.12,6.16,3.83
4034,0.51,Ideal,H,VS2,60.1,60.0,1428,5.19,5.14,3.1
4035,0.81,Premium,H,SI1,59.1,57.0,2585,6.16,6.09,3.62
4036,0.3,Premium,E,VS2,61.7,60.0,570,4.28,4.31,2.65
4037,0.7,Good,F,SI1,64.3,63.0,1955,5.55,5.58,3.58
4038,0.81,Premium,E,SI2,60.1,59.0,2368,6.09,6.03,3.65
4039,0.4,Premium,E,SI1,61.0,59.0,882,4.74,4.71,2.88
4040,0.78,Premium,J,SI1,63.0,60.0,1954,5.88,5.82,3.66
4041,0.48,Fair,G,VVS2,65.0,54.0,1367,4.95,4.9,3.2
4042,0.25,Very Good,E,IF,61.3,56.0,633,4.1,4.13,2.53
4043,1.02,Fair,F,VVS1,64.6,59.0,7960,6.31,6.26,4.06
4044,0.4,Ideal,E,VS1,61.2,57.0,1125,4.77,4.74,2.91
4045,1.26,Ideal,G,VVS2,60.7,56.0,10556,7.05,7.03,4.27
4046,0.7,Good,F,SI1,63.8,60.0,2423,5.63,5.6,3.58
4047,0.53,Ideal,D,SI1,60.4,57.0,2021,5.28,5.31,3.2
4048,0.9,Good,G,SI1,63.8,59.0,3734,6.05,6.08,3.87
4049,0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85
4050,1.7,Premium,I,VS2,61.7,59.0,11062,7.63,7.57,4.69
4051,1.55,Ideal,H,VS1,62.0,57.0,13665,7.37,7.43,4.59
4052,2.29,Premium,G,SI2,60.1,58.0,13711,8.63,8.58,5.17
4053,0.55,Ideal,I,VS2,61.8,55.0,1374,5.28,5.32,3.27
4054,0.31,Ideal,D,,59.4,57.0,685,4.45,4.5,2.66
4055,1.0,Good,F,VVS2,60.7,62.0,8079,6.36,6.4,3.87
4056,1.0,Good,E,VVS1,63.4,59.0,8359,6.27,6.24,4.0
4057,0.5,Good,E,SI1,64.6,54.0,1232,4.95,5.05,3.23
4058,0.23,Very Good,E,VVS1,60.0,59.0,530,3.97,4.03,2.4
4059,1.53,Very Good,H,VS2,60.9,63.0,11557,7.41,7.37,4.5
4060,0.41,Premium,E,VS1,60.7,59.0,964,4.77,4.79,2.9
4061,0.35,Ideal,D,VS2,61.6,56.0,829,4.53,4.56,2.8
4062,0.73,Ideal,I,VS2,61.3,56.0,2756,5.8,5.84,3.57
4063,0.33,Ideal,H,IF,61.9,55.0,1114,4.44,4.42,2.74
4064,0.26,Premium,E,VVS1,60.9,59.0,635,4.09,4.12,2.5
4065,1.08,Ideal,D,SI2,61.6,57.0,5352,6.62,6.58,4.07
4066,0.3,Premium,D,SI1,62.1,59.0,515,4.29,4.31,2.67
4067,0.57,Good,F,VS1,58.3,61.0,1741,5.49,5.54,3.21
4068,0.31,Premium,E,VVS2,61.4,60.0,1046,4.36,4.34,2.67
4069,0.6,Fair,E,SI2,66.5,56.0,1033,5.31,5.21,3.5
4070,0.46,Good,I,VVS1,63.5,57.0,1089,4.85,4.91,3.1
4071,0.71,Ideal,I,VS2,61.5,55.0,2878,5.76,5.78,3.55
4072,0.35,Very Good,H,VVS1,60.1,62.0,745,4.52,4.57,2.73
4073,0.7,Premium,F,SI1,61.2,59.0,2239,5.7,5.64,3.47
4074,0.38,Very Good,G,VS1,57.1,63.0,886,4.77,4.86,2.75
4075,0.3,Good,D,VS2,64.1,57.0,608,4.25,4.21,2.71
4076,0.5,Very Good,D,VS2,60.8,56.0,1758,5.14,5.16,3.13
4077,1.21,Premium,H,SI1,62.8,59.0,5793,6.72,6.68,4.21
4078,2.04,Ideal,I,SI1,61.0,57.0,16718,8.18,8.21,5.0
4079,0.31,Good,D,SI2,63.7,58.0,462,4.27,4.3,2.73
4080,0.81,Very Good,H,VS1,62.2,57.0,3314,5.91,5.94,3.69
4081,0.4,Premium,H,VS1,61.8,59.2,793,4.72,4.74,2.92
4082,0.76,Good,I,SI1,64.3,60.0,2326,5.69,5.64,3.64
4083,3.04,Premium,I,SI2,59.3,60.0,18559,9.51,9.46,5.62
4084,0.42,Premium,D,SI1,62.8,58.0,1040,4.79,4.76,3.0
4085,0.77,Ideal,D,SI1,62.6,57.0,2949,5.81,5.92,3.67
4086,0.51,Ideal,G,VS1,62.5,57.0,1656,5.07,5.14,3.19
4087,0.4,Premium,G,SI1,62.8,60.0,900,4.7,4.66,2.94
4088,1.05,Premium,F,SI1,61.6,57.0,5557,6.56,6.53,4.03
4089,0.32,Ideal,F,VS1,62.0,54.0,876,4.44,4.43,2.75
4090,0.43,Premium,G,VVS1,60.9,58.0,1264,4.91,4.88,2.98
4091,0.72,Premium,D,SI2,60.2,56.0,2492,5.85,5.82,3.51
4092,0.71,Very Good,H,VS2,62.6,56.0,2432,5.68,5.72,3.57
4093,0.35,Ideal,I,VS2,62.5,57.0,630,4.53,4.5,2.82
4094,1.05,Premium,E,VS2,62.1,58.0,7056,6.54,6.5,4.05
4095,0.42,Ideal,F,VS1,61.3,57.0,1103,4.85,4.8,2.96
4096,0.33,Ideal,I,VS2,62.3,54.0,480,4.45,4.48,2.78
4097,2.03,Ideal,I,VS2,62.7,57.0,16945,8.05,8.02,5.04
4098,0.56,Premium,F,VS1,58.2,60.0,2016,5.41,5.38,3.14
4099,1.0,Good,D,SI1,58.5,64.0,5331,6.53,6.49,3.81
4100,1.18,Ideal,E,I1,61.6,56.0,4153,6.79,6.82,4.19
4101,0.3,Premium,F,VS2,,58.0,776,4.28,4.25,2.68
4102,0.32,Ideal,G,VS1,61.2,57.0,828,4.43,4.4,2.7
4103,1.04,Premium,G,SI2,60.3,62.0,4158,6.56,6.5,3.94
4104,0.5,Good,D,SI1,63.9,56.0,1210,5.02,4.93,3.18
4105,0.54,Ideal,E,VS2,61.9,57.0,1754,5.2,5.23,3.23
4106,0.91,Premium,G,SI1,62.6,58.0,3975,6.17,6.14,3.85
4107,2.06,Good,H,I1,64.3,58.0,6091,8.03,7.99,5.15
4108,1.05,Premium,J,SI2,60.9,60.0,3457,6.59,6.51,3.99
4109,0.91,Fair,D,SI1,65.2,57.0,3730,6.08,6.04,3.95
4110,1.01,Premium,G,VS2,61.2,58.0,5864,6.49,6.46,3.96
4111,1.08,Very Good,F,SI1,58.2,63.0,5256,6.69,6.78,3.92
4112,0.3,Very Good,H,SI1,63.1,56.0,554,4.29,4.27,2.7
4113,1.06,Very Good,G,VS2,63.1,59.0,6325,6.48,6.45,4.08
4114,0.57,Very Good,D,VS2,62.5,59.0,1748,5.28,5.32,3.31
4115,0.51,Ideal,H,VVS1,62.7,57.0,1702,5.12,5.15,3.22
4116,1.64,Premium,E,SI1,59.5,58.0,14236,7.72,7.64,4.57
4117,1.01,Ideal,G,VS2,61.6,56.0,6239,6.43,6.46,3.97
4118,2.01,Premium,H,VS2,62.8,58.0,13342,7.99,7.9,4.99
4119,0.71,Good,I,SI1,60.0,64.0,1651,5.71,5.79,3.45
4120,0.7,Very Good,E,SI2,60.1,56.0,2290,5.76,5.79,3.47
4121,0.23,Very Good,H,VVS2,59.2,61.0,389,4.0,4.04,2.38
4122,1.85,Very Good,H,,63.3,56.0,5688,7.8,7.75,4.92
4123,0.73,Very Good,G,VVS2,61.4,58.0,3288,5.83,5.86,3.59
4124,1.41,Good,G,SI1,,57.0,7738,7.13,7.03,4.51
4125,0.4,Ideal,E,SI2,61.9,58.0,629,4.71,4.73,2.92
4126,1.16,Premium,I,VS1,60.4,59.0,5457,6.89,6.82,4.14
4127,2.28,Ideal,J,SI1,61.6,57.0,12755,8.5,8.43,5.21
4128,0.76,Ideal,G,VS1,61.6,56.0,3372,5.82,5.87,3.6
4129,1.0,Premium,H,VS2,61.5,61.0,5000,6.45,6.4,3.95
4130,0.41,Ideal,F,VVS1,62.3,56.0,1236,4.79,4.77,2.98
4131,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
4132,0.9,Premium,G,VS2,62.8,60.0,4052,6.14,6.08,3.84
4133,1.03,Ideal,H,VS1,61.5,57.0,4874,6.49,6.45,3.98
4134,0.53,Premium,D,SI1,61.4,57.0,1753,5.26,5.2,3.21
4135,0.4,Ideal,D,VVS2,61.4,56.0,1152,4.8,4.75,2.93
4136,1.26,Very Good,I,VS1,61.8,61.0,6566,6.9,6.95,4.28
4137,1.23,Ideal,J,VS2,61.8,56.0,4986,6.87,6.81,4.23
4138,0.35,Ideal,F,VS2,62.1,56.0,906,4.57,4.54,2.83
4139,0.4,Ideal,H,VVS1,62.3,54.0,1088,4.77,4.74,2.96
4140,1.17,Ideal,G,SI2,62.0,55.0,5012,6.81,6.74,4.2
4141,1.5,Premium,H,VS1,59.3,61.0,10584,7.53,7.47,4.45
4142,0.34,Ideal,D,VS2,61.0,56.0,967,4.51,4.54,2.76
4143,0.32,Good,D,SI2,63.4,56.0,477,4.36,4.38,2.77
4144,0.33,Premium,I,VS1,59.5,60.0,521,4.5,4.54,2.69
4145,1.3,Ideal,F,VVS2,62.1,55.0,12629,6.96,7.04,4.35
4146,1.02,Very Good,G,VS1,62.4,58.0,6622,6.37,6.42,3.99
4147,0.51,Ideal,H,SI1,61.7,55.0,1354,5.12,5.16,3.17
4148,0.33,Ideal,E,VS2,62.1,56.0,723,4.4,4.45,2.75
4149,1.5,Good,J,VS1,63.3,57.0,8736,7.2,7.24,4.57
4150,0.32,Very Good,G,SI1,60.9,56.0,477,4.41,4.45,2.7
4151,2.01,Premium,F,,59.5,59.0,15841,8.24,8.15,4.88
4152,0.54,Premium,G,VS2,62.7,58.0,1422,5.21,5.25,3.28
4153,0.31,Very Good,G,VVS2,62.6,57.0,707,4.29,4.33,2.7
4154,0.5,Premium,F,VVS2,61.9,58.0,2052,5.07,5.1,3.15
4155,0.5,Ideal,F,VVS1,62.0,58.0,2018,5.06,5.07,3.14
4156,0.62,Ideal,E,SI1,62.4,53.0,1779,5.47,5.5,3.42
4157,0.52,Very Good,D,VS2,62.8,58.0,1749,5.11,5.14,3.22
4158,0.46,Ideal,G,VVS1,61.5,55.0,1412,4.97,5.01,3.07
4159,0.9,Very Good,F,SI2,63.4,58.0,3556,6.08,6.01,3.83
4160,1.0,Premium,F,SI1,61.4,62.0,4939,6.36,6.32,3.89
4161,0.9,Premium,F,SI2,58.0,57.0,3704,6.41,6.34,3.7
4162,0.59,Premium,I,IF,61.2,58.0,1965,5.41,5.38,3.3
4163,0.8,Very Good,H,VS1,62.7,56.0,3144,5.88,5.96,3.71
4164,1.15,Premium,G,I1,61.2,58.0,3574,6.8,6.74,4.14
4165,0.3,Premium,I,VS1,62.9,58.0,608,4.29,4.26,2.69
4166,0.71,Ideal,I,SI1,62.5,57.0,2218,5.69,5.74,3.57
4167,0.59,Ideal,G,VVS2,62.2,56.0,1966,5.37,5.4,3.35
4168,0.3,Very Good,F,VVS1,61.8,55.0,783,4.32,4.35,2.68
4169,0.9,Very Good,F,SI1,59.6,63.0,3992,6.24,6.17,3.7
4170,0.32,Ideal,F,VVS1,62.5,53.0,854,4.4,4.43,2.76
4171,1.08,Ideal,H,VS2,61.8,56.0,5625,6.59,6.55,4.06
